name,Phone,Business.Description,address,website,latitude,longitude
Cold Stone Creamery,(919) 251-8087,Ice Cream Parlors,6911 Fayetteville Rd # 101 Durham NC 27713,https://www.coldstonecreamery.com,35.90359006,-78.93858863
Cold Stone Creamery,(336) 904-0088,Ice Cream Parlors,960 S Main St # E Kernersville NC 27284,https://www.coldstonecreamery.com,36.10889419,-80.09534092
Cold Stone Creamery,(910) 868-4323,Ice Cream Parlors,5075 Morganton Rd # 7 Fayetteville NC 28314,https://www.coldstonecreamery.com,35.07082532,-78.96529169
Cold Stone Creamery,(919) 239-4075,Ice Cream Parlors,164 Shenstone Blvd Garner NC 27529,https://www.coldstonecreamery.com,35.69089657,-78.58017006
Cold Stone Creamery,(919) 900-7007,Ice Cream Parlors,5811 Poyner Vlg Pkwy # 105 Raleigh NC 27616,https://www.coldstonecreamery.com,35.86341291,-78.57039123
Cold Stone Creamery,(910) 692-9440,Ice Cream Parlors,11088 US 15 501 Hwy Aberdeen NC 28315,https://www.coldstonecreamery.com,35.15530989,-79.41794253
Cold Stone Creamery,(919) 938-1300,Ice Cream Parlors,150 S Equity Dr # A Smithfield NC 27577,https://www.coldstonecreamery.com,35.5075978,-78.32207498
Cold Stone Creamery,(919) 288-1300,Ice Cream Parlors,1209 N Berkeley Blvd # C Goldsboro NC 27534,https://www.coldstonecreamery.com,35.37994816,-77.93380005
Cold Stone Creamery,(336) 218-0060,Ice Cream Parlors,4203 W Wendover Ave # B Greensboro NC 27407,https://www.coldstonecreamery.com,36.05899087,-79.88541897
Cold Stone Creamery,(336) 294-6100,Ice Cream Parlors,3105 Northline Ave Greensboro NC 27408,https://www.coldstonecreamery.com,36.08747675,-79.83066813
Cold Stone Creamery,(980) 207-3565,Ice Cream Parlors,15105 John J Delaney Dr # G Charlotte NC 28277,https://www.coldstonecreamery.com,35.05246555,-80.84813769
Cold Stone Creamery,(919) 694-5461,Ice Cream Parlors,1170 Parkside Main St Cary NC 27519,https://www.coldstonecreamery.com,35.8467795,-78.8878934
Cold Stone Creamery,(336) 524-6102,Ice Cream Parlors,3160 Walden Ln Burlington NC 27215,https://www.coldstonecreamery.com,36.0688508,-79.5088358
Cold Stone Creamery,(828) 650-3013,Ice Cream Parlors,30 Town Square Blvd # 150 Asheville NC 28803,https://www.coldstonecreamery.com,35.4852297,-82.5568625
Cold Stone Creamery,(910) 263-8021,Ice Cream Parlors,3350 Footbridge Lane # 121 Hope Mills NC 28348,https://www.coldstonecreamery.com,34.9805506,-78.9728603
Cold Stone Creamery,(336) 774-8585,Ice Cream Parlors,124 Hanes Mall Cir # 200 Winston Salem NC 27103,https://www.coldstonecreamery.com,36.0693608,-80.2980501
Cold Stone Creamery,(919) 957-2653,Ice Cream Parlors,7840 Alexandr Prmnd Pl # 140 Raleigh NC 27617,https://www.coldstonecreamery.com,35.9136657,-78.7798303
Cold Stone Creamery,(704) 548-9650,Ice Cream Parlors,2700 W Malrd Crk Ch Rd # 210 Charlotte NC 28262,https://www.coldstonecreamery.com,35.3413782,-80.7649874
Dairy Depot,(919) 453-1319,Ice Cream Parlors,3433 Rogers Rd Wake Forest NC 27587,https://www.wfdairydepot.com,35.9503875,-78.51249249
Dairy Queen,(919) 499-9712,Ice Cream Parlors,2531 Nc 87 S Cameron NC 28326,https://www.dairyqueen.com,35.27491007,-79.06844682
Dairy Queen,(910) 754-2999,Ice Cream Parlors,20 Naber Dr Shallotte NC 28470,https://www.dairyqueen.com,33.96044453,-78.41528446
Dairy Queen,(910) 278-5371,Ice Cream Parlors,5701 E Oak Island Dr Oak Island NC 28465,https://www.dairyqueen.com,33.91214899,-78.10684646
Dairy Queen,(919) 777-7255,Ice Cream Parlors,2206 Jefferson Davis Hwy Sanford NC 27330,https://www.dairyqueen.com,35.44107557,-79.21653269
Dairy Queen,(910) 799-2902,Ice Cream Parlors,5901 Oleander Dr Wilmington NC 28403,https://www.dairyqueen.com,34.20949613,-77.84331048
Dairy Queen,(704) 685-9558,Ice Cream Parlors,3128 Union Rd Gastonia NC 28056,https://www.dairyqueen.com,35.21370706,-81.16611587
Dairy Queen,(704) 986-2822,Ice Cream Parlors,1904 US 52 North Albemarle NC 28001,https://www.dairyqueen.com,35.38574106,-80.19323205
Dairy Queen,(252) 234-0336,Ice Cream Parlors,3800 Nash St N Wilson NC 27896,https://www.dairyqueen.com,35.77055307,-77.94074531
Dairy Queen,(980) 335-1164,Ice Cream Parlors,3054 Eastway Dr Charlotte NC 28205,https://www.dairyqueen.com,35.21440638,-80.78089898
Dairy Queen,(704) 781-0468,Ice Cream Parlors,1204 Main St W Locust NC 28097,https://www.dairyqueen.com,35.2543539,-80.44220998
Dairy Queen,(919) 502-7044,Ice Cream Parlors,923 Johnston Pkwy # 4 Kenly NC 27542,https://www.dairyqueen.com,35.58135992,-78.14658182
Dairy Queen,(704) 918-4224,Ice Cream Parlors,1480 Concord Pkwy N # 88 Concord NC 28025,https://www.dairyqueen.com,35.4392124,-80.60594139
Dairy Queen,(910) 828-4101,Ice Cream Parlors,520 E Main St Biscoe NC 27209,https://www.dairyqueen.com,35.36023938,-79.77209562
Dairy Queen,(919) 496-1555,Ice Cream Parlors,317 S Bickett Blvd Louisburg NC 27549,https://www.dairyqueen.com,36.09455839,-78.29751538
Dairy Queen,(919) 554-2564,Ice Cream Parlors,12271 Capital Blvd Wake Forest NC 27587,https://www.dairyqueen.com,35.98327642,-78.53830247
Dairy Queen,(704) 367-9151,Ice Cream Parlors,108 S Sharon Amity Rd # B Charlotte NC 28211,https://www.dairyqueen.com,35.17592483,-80.79846581
Dairy Queen,(828) 304-0621,Ice Cream Parlors,1960 US Hwy 70 SE # 2-114 Hickory NC 28602,https://www.dairyqueen.com,35.72252633,-81.37241943
Dairy Queen,(919) 567-3738,Ice Cream Parlors,1408 N Main St Fuquay Varina NC 27526,https://www.triangledq.com,35.59276517,-78.77289562
Dairy Queen,(336) 851-5345,Ice Cream Parlors,1708 Stanley Rd # E Greensboro NC 27407,https://www.dairyqueen.com,36.05330649,-79.89053281
Dairy Queen,(704) 399-1385,Ice Cream Parlors,2732 Wilkinson Blvd Charlotte NC 28208,https://www.dairyqueen.com,35.22417662,-80.88657148
Dairy Queen,(910) 223-5115,Ice Cream Parlors,6047 Camden Rd Fayetteville NC 28306,https://www.dairyqueen.com,34.97967828,-78.97893678
Dairy Queen,(910) 754-9692,Ice Cream Parlors,106 Southport Supply Rd Supply NC 28462,https://www.dairyqueen.com,34.01433606,-78.26823229
Dairy Queen,(704) 636-8653,Ice Cream Parlors,1004 W Innes St Salisbury NC 28144,https://www.dairyqueen.com,35.67556758,-80.47953583
Dairy Queen,(704) 917-1001,Ice Cream Parlors,904 E Franklin Blvd Gastonia NC 28054,https://www.dairyqueen.com,35.26243099,-81.1681239
Dairy Queen,(252) 726-3039,Ice Cream Parlors,2610 W Fort Macon Rd # B Atlantic Beach NC 28512,https://www.dairyqueen.com,34.69818791,-76.77851119
Dairy Queen,(910) 895-5386,Ice Cream Parlors,110 W Broad Ave Rockingham NC 28379,https://www.dairyqueen.com,34.93750751,-79.77729927
Dairy Queen,(910) 763-1650,Ice Cream Parlors,1517 Dawson St Wilmington NC 28401,https://www.dairyqueen.com,34.225585,-77.928622
Dairy Queen,(828) 648-8517,Ice Cream Parlors,1743 Champion Dr Canton NC 28716,https://www.dairyqueen.com,35.55493651,-82.85122705
Dairy Queen,(910) 674-4557,Ice Cream Parlors,5030 Fayetteville Rd # B Lumberton NC 28358,https://www.dairyqueen.com,34.66453434,-79.00075186
Dairy Queen,(704) 637-6110,Ice Cream Parlors,2143 Statesville Blvd # D Salisbury NC 28147,https://www.dairyqueen.com,35.69492497,-80.51792426
Dairy Queen,(252) 652-6465,Ice Cream Parlors,120 W Main St Havelock NC 28532,https://www.dqcakes.com,34.88325066,-76.91062386
Dairy Queen,(252) 480-2342,Ice Cream Parlors,109 E Ocean Bay Blvd Kill Devil Hills NC 27948,https://www.dairyqueen.com,36.01344437,-75.66053848
Dairy Queen,(828) 327-0236,Ice Cream Parlors,1124 1st Ave SW Hickory NC 28602,https://www.dairyqueen.com,35.73044716,-81.35813617
Dairy Queen,(910) 592-1844,Ice Cream Parlors,1837 Southeast Blvd Clinton NC 28328,https://www.dairyqueen.com,34.98073597,-78.30344113
Dairy Queen,(910) 860-4475,Ice Cream Parlors,430 Westwood Shopping Ctr Fayetteville NC 28314,https://www.dairyqueen.com,35.06691909,-78.95304541
Dairy Queen,(252) 986-5075,Ice Cream Parlors,39774 Hwy 12 Avon NC 27915,https://www.dairyqueen.com,35.36395738,-75.50032277
Dairy Queen,(252) 987-5061,Ice Cream Parlors,25199 Lela Ct Waves NC 27982,https://www.dairyqueen.com,35.5736112,-75.4675945
Dairy Queen,(704) 799-0270,Ice Cream Parlors,223 Medical Park Rd Mooresville NC 28117,https://www.dairyqueen.com,35.5491083,-80.8515536
Dairy Queen,(919) 484-2230,Ice Cream Parlors,Brier Creek Commons # 101 Raleigh NC 27617,https://www.dairyqueen.com,35.906129,-78.7842698
Dairy Queen,(910) 695-1994,Ice Cream Parlors,1035 S Knoll Rd Southern Pines NC 28387,https://www.dairyqueen.com,35.1792458,-79.4277623
Dairy Queen,(910) 223-7447,Ice Cream Parlors,8285 Cliffdale Rd Fayetteville NC 28314,https://www.dairyqueen.com,35.0577753,-79.052252
Dairy Queen,(910) 455-2510,Ice Cream Parlors,200 Wilmington Highway Highway Jacksonville NC 28540,https://www.dairyqueen.com,34.7519974,-77.4514408
Dairy Queen,(704) 547-8886,Ice Cream Parlors,3020 Prsprty Ch Rd # D Charlotte NC 28269,https://www.dairyqueen.com,35.343201,-80.7691925
Dairy Queen,(919) 736-7774,Ice Cream Parlors,Market Place Shopping Center # Goldsboro NC 27534,https://www.dairyqueen.com,35.414221,-77.938621
Dairy Queen,(252) 637-6457,Ice Cream Parlors,2401 Dr M L New Bern NC 28562,https://www.dairyqueen.com,35.1056343,-77.0787627
Dairy Queen,(252) 597-1708,Ice Cream Parlors,Monteray Plaza Shopping Ctr Corolla NC 27927,https://www.dairyqueen.com,36.3287958,-75.8164881
Dairy Queen,(704) 847-8085,Ice Cream Parlors,1819 Matws Twsp Pkwy # 900 Matthews NC 28105,https://www.dairyqueen.com,35.1109105,80.7085066
Day & Night Exotic Cereal Bar,(980) 298-6006,Ice Cream Parlors,127 Brevard Ct Charlotte NC 28202,https://www.dayandnightcereal.com,35.22576097,-80.84669878
Delizza,(252) 442-0270,Ice Cream Parlors,6610 Corporation Pkwy Battleboro NC 27809,https://www.delizza.us,36.05363522,-77.82433936
Dippin' Dots,(336) 760-9970,Ice Cream Parlors,3320 Silas Creek Pkwy # K20 Winston Salem NC 27103,https://www.dippindots.com,36.0738523,-80.29876528
Dippin' Dots,(919) 782-0993,Ice Cream Parlors,4325 Glenwood Ave # 2103 Raleigh NC 27612,https://www.dippindots.com,35.83889719,-78.67546591
Dippin' Dots,(919) 563-0125,Ice Cream Parlors,4000 Arrowhead Blvd # 798 Mebane NC 27302,https://www.dippindots.com,36.07568563,-79.26746099
Flavas Ice Cream Southport NC,(910) 457-5150,Ice Cream Parlors,318 W Bay St Southport NC 28461,https://www.flavasicecream.com,33.91665911,-78.02188534
Freeze Restaurant,(252) 482-2402,Ice Cream Parlors,320 W Queen St Edenton NC 27932,https://www.tastee-freez.com,36.06112366,-76.6141781
Fresh Creamery,(919) 917-7556,Ice Cream Parlors,6033 Glenwood Ave Raleigh NC 27612,https://www.freshlocalicecream.com,35.85483666,-78.70090376
Fresh Local Ice Cream,(919) 267-9716,Ice Cream Parlors,109 N Salem St Apex NC 27502,https://www.freshlocalicecream.com,35.73089847,-78.85157639
Fresh Local Ice Cream,(919) 234-1155,Ice Cream Parlors,138 E Chatham St Cary NC 27511,https://www.freshlocalicecream.com,35.78732173,-78.78018891
Gelarto,(910) 859-8012,Ice Cream Parlors,18 S Water St # 5 Wilmington NC 28401,www.gelarto.com,34.23464138,-77.94971316
Golden Cow Creamery,(980) 949-6040,Ice Cream Parlors,601 S Tryon St Charlotte NC 28202,https://www.goldencowcreamery.com,35.22337436,-80.84852581
Golden Cow Creamery,(980) 256-2602,Ice Cream Parlors,720 Governor Morrison St Charlotte NC 28211,https://www.goldencowcreamery.com,35.15665199,-80.82455331
Golden Cow Creamery,(980) 938-0925,Ice Cream Parlors,170 W Summit Ave Charlotte NC 28203,https://www.goldencowcreamery.com,35.21764839,-80.858198
Goodberry's Creamery Inc,(919) 878-8870,Ice Cream Parlors,305 Capcom Ave Raleigh NC 27615,https://www.goodberrys.com,35.9476655,35.9476655
Goodberry's Frozen Custard,(919) 554-2875,Ice Cream Parlors,11736 Retail Dr Wake Forest NC 27587,https://www.goodberrys.com,35.96841746,-78.54198993
Haagen-Dazs,(980) 949-8630,Ice Cream Parlors,11025 Carlina Pl Pkwy # D29 Pineville NC 28134,https://www.haagendazs.us,35.0827482,-80.87961814
Haagen-Dazs,(919) 948-6039,Ice Cream Parlors,4325 Glenwood Ave Raleigh NC 27612,https://www.haagendazs.us,35.83889719,-78.67546591
Haagen-Dazs,(704) 909-7337,Ice Cream Parlors,4400 Sharon Rd Charlotte NC 28211,https://www.haagendazs.us,35.15119318,-80.82878086
